Identifier,County,Precinct Name,Location Name,Address,City,Zip,Auth 1,Auth 2,,,,,,,,
547,Guthrie,Red,BAYARD COMMUNITY CENTER,301 3RD ST,BAYARD,50029,EPtDoEz4,9G1V3YIk,0,0,0,0,0,0,0,0
548,Guthrie,White,ADAIR CASEY/GUTHRIE CENTER HIGH SCHOOL- AUDITORUM B,900 SCHOOL ST,GUTHRIE CENTER,50115,QybK7jLn,GNch3qj6,0,0,0,0,0,0,0,0
549,Hamilton,PCT 1 CASS FREEDOM FREMONT INDEPENDENCE,"TRINITY LUTHERAN CHURCH, ACTIVITY ROOM",1229 KATHY LN,WEBSTER CITY,50595,jO27csz9,gOfKCAZ6,0,0,0,0,0,0,0,0
550,Hamilton,PCT 2 BLAIRSBURG LIBERTY WILLIAMS,WILLIAMS PUBLIC LIBRARY,216 MAIN ST,WILLIAMS,50271,GsjgY5m8,SDOF5ePV,0,0,0,0,0,0,0,0
551,Hamilton,PCT 3 CLEAR LAKE HAMILTON MARION WEBSTER,"STRATFORD ELEMENTARY SCHOOL, LUNCHROOM",1000 SHAKESPEARE AVE,STRATFORD,50249,NJsBbQLo,ccTF5xya,0,0,0,0,0,0,0,0
552,Hamilton,PCT 4 LYON ELLSWORTH,SOUTH HAMILTON HIGH SCHOOL ATRIUM,315 DIVISION ST,JEWELL,50130,yakwUrSm,iFGZL9Yx,0,0,0,0,0,0,0,0
553,Hamilton,PCT 5 LINCOLN ROSE GROVE SCOTT,ELLSWORTH LIBRARY,1549 DEWITT ST,ELLSWORTH,50075,jrYIbb4M,do7AecHj,0,0,0,0,0,0,0,0
554,Hamilton,Webster City 1,PLEASANT VIEW ELEMENTARY ,1901 WILLSON AVE,WEBSTER CITY,50595,4Sg34no2,wdAxUft1,0,0,0,0,0,0,0,0
555,Hamilton,Webster City 2,TRINITY LUTHERAN CHURCH SANCTUARY,1229 KATHY LN,WEBSTER CITY,50595,4K1Ib3rj,U5CllnzN,0,0,0,0,0,0,0,0
556,Hamilton,Webster City 3,SUNSET HEIGHTS ELEMENTARY SCHOOL,1101 BOONE ST,WEBSTER CITY,50595,cOMLSR4z,lqll9H04,0,0,0,0,0,0,0,0
557,Hancock,Precinct 01,GARNER-HAYFIELD-VENTURA HIGH SCHOOL A,605 W LYONS ST,GARNER,50438,FOhNdSdN,I9ZyImhl,0,0,0,0,0,0,0,0
558,Hancock,Precinct 02,"WEST HANCOCK ELEMENTARY, GYM A",510 9TH AVE SW,BRITT,50423,XnsJsabF,6sh4i3oE,0,0,0,0,0,0,0,0
559,Hancock,Precinct 03,"WEST HANCOCK ELEMENTARY, GYM B",510 9TH AVE SW,BRITT,50423,PWTlhCsN,EeZqtScA,0,0,0,0,0,0,0,0
560,Hancock,Precinct 04,"WEST HANCOCK ELEMENTARY, GYM C",510 9TH AVE SW,BRITT,50423,Zgc9bjqe,BeuWN0pa,0,0,0,0,0,0,0,0
561,Hancock,Precinct 05,GARNER-HAYFIELD-VENTURA HIGH SCHOOL B,605 W LYONS ST,GARNER,50438,Cyw3BRrk,y47jRXkR,0,0,0,0,0,0,0,0
562,Hancock,Precinct 06,GARNER-HAYFIELD-VENTURA HIGH SCHOOL C,605 W LYONS ST,GARNER,50438,bAbCxq2l,d4lQih6T,0,0,0,0,0,0,0,0
563,Hancock,Precinct 07,KLEMME PUBLIC LIBRARY A,204 E MAIN ST,KLEMME,50449,Bg01EhFz,lRFV2vUD,0,0,0,0,0,0,0,0
564,Hancock,Precinct 08,"WEST HANCOCK MIDDLE SCHOOL, LUNCHROOM A",423 E 5TH ST,KANAWHA,50447,ehx2W63o,bvlDQnfB,0,0,0,0,0,0,0,0
565,Hancock,Precinct 09,"WEST HANCOCK MIDDLE SCHOOL, LUNCHROOM B",423 E 5TH ST,KANAWHA,50447,grc29P79,afSA3tC5,0,0,0,0,0,0,0,0
566,Hancock,Precinct 10,KLEMME PUBLIC LIBRARY B,204 E MAIN ST,KLEMME,50449,poc11gqS,SLeRAl6i,0,0,0,0,0,0,0,0
567,Hardin,Alden/Buckeye,ALDEN AMERICAN LEGION COMMUNITY CENTER,502 WEST ST,ALDEN,50006,MlOTaiV8,yjoDQpsC,0,0,0,0,0,0,0,0
568,Hardin,Concord/Sherman/Grant/Tip,SOUTH HARDIN MIDDLE SCHOOL,200 E CHESTNUT ST,HUBBARD,50122,ODxzX8qe,Z0Jz51CY,0,0,0,0,0,0,0,0
569,Hardin,Eldora City,SOUTH HARDIN HIGH SCHOOL,1800 24TH ST,ELDORA,50627,n2YXA6aw,4Il9YE0c,0,0,0,0,0,0,0,0
570,Hardin,Eldora/Pleasant/Prov/Unio,"SOUTH HARDIN HIGH SCHOOL, GYM",1800 24TH ST,ELDORA,50627,HgCsjmeq,M2h2WtYP,0,0,0,0,0,0,0,0
571,Hardin,Etna/Clay,ACKLEY RECREATION CLUB,902 8TH AVE,ACKLEY,50601,hXP8SrAt,XfVA1DRM,0,0,0,0,0,0,0,0
572,Hardin,Hardin/Ellis/Jackson,AGRICULTURE & RENEWABLE ENERGY CENTER,707 ELLSWORTH AVE,IOWA FALLS,50126,eJAjeVoK,Zh4BSQ6Q,0,0,0,0,0,0,0,0
573,Hardin,Iowa Falls #1,MARTIN ELLSWORTH DITTMER GYMNASIUM,1021 RIVER ST (NORTH SIDE OF THE DALE HOWARD FAMILY ACTIVITY CENTER),IOWA FALLS,50126,h18ypRoa,TXBn4Zn2,0,0,0,0,0,0,0,0
574,Hardin,Iowa Falls #2,"PINEVIEW ELEMENTARY SCHOOL, GYM",1510 WASHINGTON AVE,IOWA FALLS,50126,HTKeIHVd,VbePl1oN,0,0,0,0,0,0,0,0
575,Harrison,Precinct #01-Little Sioux,CITY HALL A,407 1ST ST,LITTLE SIOUX,51545,MyiX7wea,KiwJq56b,0,0,0,0,0,0,0,0
576,Harrison,Precinct #02-Pisgah,LOESS HILLS VISITING CENTER ,206 POLK ST,PISGAH,51564,QQVYBi7u,wiC8yfhd,0,0,0,0,0,0,0,0
577,Harrison,Precinct #03-Dunlap,"BOYER VALLEY HIGH SCHOOL, AUDITORIUM",1102 IOWA AVE,DUNLAP,51529,OQSfkOGy,jGMbkPP0,0,0,0,0,0,0,0,0
578,Harrison,Precinct #04-Mondamin,MONDAMIN COMMUNITY CENTER,200 MAPLE ST,MONDAMIN ,51579,xRZTiBCi,LRRDTqgK,0,0,0,0,0,0,0,0
579,Harrison,Precinct #05-Magnolia,"HARRISON COUNTY COURTHOUSE, 2ND FLOOR",111 N 2ND AVE,LOGAN,51546,rLsT6cCP,RvcpBF9h,0,0,0,0,0,0,0,0
580,Harrison,Precinct #06-Boyer/Lincoln,SACRED HEART PARISH CENTER,704 NORMAL ST,WOODBINE,51579,L3peRTTF,saTWvedG,0,0,0,0,0,0,0,0
581,Harrison,Precinct #07 - Woodbine,WOODBINE HIGH SCHOOL,501 WEARE ST,WOODBINE,51579,dViWGtfY,tIBzChU0,0,0,0,0,0,0,0,0
582,Harrison,Precinct #08-Modale,UNITED METHODIST CHURCH,108 E HALEY ST,MODALE,51556,L4kPSyst,mJ6rkcId,0,0,0,0,0,0,0,0
583,Harrison,Precinct #09-Jefferson/LaGrange,HARRISON COUNTY COURTHOUSE ANNEX,118 N 2ND AVE,LOGAN ,51546,hdP9QzrH,DZXWlFry,0,0,0,0,0,0,0,0
584,Harrison,Precinct #10 - Logan,HARRSION COUNTY COURT HOUSE  A,"111 N 2ND AVE, 3RD FLOOR",LOGAN,51546,CwePgFus,nljHoFTK,0,0,0,0,0,0,0,0
585,Harrison,Precinct #11 - St. John,"MISSOURI VALLEY HIGH SCHOOL, JH GYM",605 E LINCOLN HWY,MISSOURI VALLEY,51555,zjdSp4AU,qnciFXNU,0,0,0,0,0,0,0,0
586,Harrison,Precinct #12 - Missouri Valley,"MISSOURI VALLEY HIGH SCHOOL, HS GYM",605 E LINCOLN HWY,MISSOURI VALLEY,51555,ML2zhHPs,WdcuS5Xq,0,0,0,0,0,0,0,0
587,Harrison,Precinct #13-Persia,PERSIA FIRE HALL ,3833 296TH ST,PERSIA ,51563,CKq7VYoZ,WvN8yyfA,0,0,0,0,0,0,0,0
588,Henry,Central Precinct,"MOUNT PLEASANT MIDDLE, CAFETERIA",400 N ADAMS ST,MOUNT PLEASANT,52641,iXs6FTA7,n9zJ7k0i,0,0,0,0,0,0,0,0
589,Henry,Mt. Pleasant Ward 1,"VAN ALLEN ELEMENTARY SCHOOL, GYM",801 E HENRY ST,MOUNT PLEASANT,52641,AiFkCtJm,rgIhhxBq,0,0,0,0,0,0,0,0
590,Henry,Mt. Pleasant Ward 2,"IOWA WESLEYAN UNIVERSITY, SOCIAL HALL",600 N MAIN ST,MOUNT PLEASANT,52641,FkxKHI4O,sW1XkbxX,0,0,0,0,0,0,0,0
591,Henry,Mt. Pleasant Ward 3,"LINCOLN ELEMENTARY SCHOOL, GYM A",501 S CORKHILL ST,MOUNT PLEASANT,52641,rcvVecA3,B17qK101,0,0,0,0,0,0,0,0
592,Henry,Mt. Pleasant Ward 4,"MOUNT PLEASANT HIGH SCHOOL, LIBRARY",2104 S GRAND AVE,MOUNT PLEASANT,52641,nAZsscup,FWyqD0lS,0,0,0,0,0,0,0,0
593,Henry,Northeast Precinct,"WINFIELD-MT. UNION MIDDLE SCHOOL, GYM",208 S OLIVE ST,WINFIELD,52659,uywA37V9,g9KbEg6f,0,0,0,0,0,0,0,0
594,Henry,Northwest Precinct,"WACO SCHOOL, PRACTICE GYM",706 N PEARL ST,WAYLAND,52654,Sm90M22D,hSaxzoza,0,0,0,0,0,0,0,0
595,Henry,Southeast Precinct,"NEW LONDON SCHOOL, AUDITORIUM",106 W WILSON ST,NEW LONDON,52645,c1edSo6G,ZnpjdG0u,0,0,0,0,0,0,0,0
596,Henry,Southwest Precinct,SALEM COMMUNITY CENTER,201 S MAIN ST,SALEM,52649,FJjFC7Lr,0odUQUEv,0,0,0,0,0,0,0,0
597,Howard,Afton/Howard/Paris,ELMA HALL,701 BUSTI AVE,ELMA,50628,QAVyYyeR,0TH89eaF,0,0,0,0,0,0,0,0
598,Howard,Albion/Forest City,LIME SPRINGS COMMUNITY CENTER A,14258 45TH ST,LIME SPRINGS,52155,vDaD4OdI,k2xeJoVz,0,0,0,0,0,0,0,0
599,Howard,Cresco 1 A,"CRESTWOOD HIGH SCHOOL, ROOM 10",1000 SCHRODER DR,CRESCO,52136,cyxxab93,aBDZziNT,0,0,0,0,0,0,0,0
600,Howard,Cresco 2,"CRESTWOOD HIGH SCHOOL, CAFETERIA",1000 SCHRODER DR,CRESCO,52136,lZBKykyY,lPmawf8R,0,0,0,0,0,0,0,0
601,Howard,Cresco 3,"CRESTWOOD HIGH SCHOOL, AUDITORIUM",1000 SCHRODER DR,CRESCO,52136,b70VBRAH,5g21R7Bj,0,0,0,0,0,0,0,0
602,Howard,Jamestown/Oakdale,"RICEVILLE HIGH SCHOOL, CAFETERIA",912 WOODLAND AVE,RICEVILLE,50466,U0Svr39A,E19W9xAD,0,0,0,0,0,0,0,0
603,Howard,New Oregon,"CRESTWOOD HIGH SCHOOL, ROOM 15",1000 SCHRODER DR,CRESCO,52136,WU49d7js,XV1I06I4,0,0,0,0,0,0,0,0
604,Howard,Saratoga/Howard Ctr/Chest,LIME SPRINGS COMMUNITY CENTER B,14258 45TH ST,LIME SPRINGS,52155,QYjSojso,AYv8uTd9,0,0,0,0,0,0,0,0
605,Howard,Vernon Springs,"CRESTWOOD HIGH SCHOOL, ROOM 14",1000 SCHRODER DR,CRESCO,52136,CYVOs9el,TI6PJLkf,0,0,0,0,0,0,0,0
606,Humboldt,Avery-North Weaver,TAFT ELEMENTARY SCHOOL RM. 302 A,612 2ND AVE N,HUMBOLDT,50548,7qPP5plM,xyHoSj69,0,0,0,0,0,0,0,0
607,Humboldt,Dakota City-Grove,TAFT ELEMENTARY SCHOOL RM. 302 B,612 2ND AVE N,HUMBOLDT,50548,uTfC2EbO,tiWV2kO4,0,0,0,0,0,0,0,0
608,Humboldt,Delana-Wacousta-North Rutland,TAFT ELEMENTARY SCHOOL RM. 300,612 2ND AVE N,HUMBOLDT,50548,MhGgFWIf,bh1JrSyC,0,0,0,0,0,0,0,0
609,Humboldt,Humboldt 1-Corinth-South Weaver,TAFT ELEMENTARY SCHOOL RM. 305,612 2ND AVE N,HUMBOLDT,50548,1aThZSFU,ectD1cOl,0,0,0,0,0,0,0,0
610,Humboldt,Humboldt 2-Beaver-South Norway,TAFT ELEMENTARY SCHOOL RM. 304,612 2ND AVE N,HUMBOLDT,50548,fHriAi34,DyxoHDbt,0,0,0,0,0,0,0,0
611,Humboldt,Humboldt 3-South Rutland,TAFT ELEMENTARY SCHOOL RM. 303,612 2ND AVE N,HUMBOLDT,50548,lqB7E4dT,YEtgUJnk,0,0,0,0,0,0,0,0
612,Humboldt,Humboldt-West Vernon,TAFT ELEMENTARY SCHOOL RM. 301 A,612 2ND AVE N,HUMBOLDT,50548,D3zmIsDT,aEIEHja9,0,0,0,0,0,0,0,0
613,Humboldt,North Lake-East Vernon,TAFT ELEMENTARY SCHOOL RM. 301 B,612 2ND AVE N,HUMBOLDT,50548,eGhTixt5,00EChx0d,0,0,0,0,0,0,0,0
614,Humboldt,South Lake-North Norway,TAFT ELEMENTARY SCHOOL RM 300,612 2ND AVE N,HUMBOLDT,50548,fitLwrMz,7T1xtQ0c,0,0,0,0,0,0,0,0
615,Ida,City of Arthur,IDA GROVE ELEMENTARY SCHOOL A,403 BARNES ST,IDA GROVE,51445,2CZW4oJE,dgMOsqRi,0,0,0,0,0,0,0,0
616,Ida,City of Battle Creek & Grant Township,IDA GROVE ELEMENTARY SCHOOL E,403 BARNES ST,IDA GROVE,51445,5hunrmzz,5dAmH0Jk,0,0,0,0,0,0,0,0
617,Ida,City of Galva,GALVA-HOLSTEIN HIGH SCHOOL B,519 E MAPLE ST,HOLSTEIN,51025,cWGZaDu9,ZVsdQHQw,0,0,0,0,0,0,0,0
618,Ida,City of Holstein,GALVA-HOLSTEIN HIGH SCHOOL A,519 E MAPLE ST,HOLSTEIN,51025,z2eytyum,QM1U2yp8,0,0,0,0,0,0,0,0
619,Ida,Ida Grove Ward 1,IDA GROVE ELEMENTARY SCHOOL B,403 BARNES ST,IDA GROVE,51445,PFteqiA9,61enBgUA,0,0,0,0,0,0,0,0
620,Ida,Ida Grove Ward 2,IDA GROVE ELEMENTARY SCHOOL C,403 BARNES ST,IDA GROVE,51445,mbgDfcSv,7BrJRcIZ,0,0,0,0,0,0,0,0
621,Ida,Ida Grove Ward 3,IDA GROVE ELEMENTARY SCHOOL D,403 BARNES ST,IDA GROVE,51445,mccLxXyg,QUX5TPCV,0,0,0,0,0,0,0,0
622,Iowa,Dayton/English I,MILLERSBURG CITY HALL,461 WASHINGTON ST,MILLERSBURG,52316,b27F0FZB,SgbSDd3i,0,0,0,0,0,0,0,0
623,Iowa,English II,ENGLISH VALLEY HIGH SCHOOL CAFETERIA,765 W BROAD ST,NORTH ENGLISH,52316,6vcdDj9L,up2MtYif,0,0,0,0,0,0,0,0
624,Iowa,Fillmore/Greene,PARNELL CITY HALL,600 CLEVELAND ST,PARNELL,52325,4NBP6W9r,afqT8quO,0,0,0,0,0,0,0,0
625,Iowa,Hartford I/Sumner,TRINITY UNITED CHURCH OF CHRIST,1895 200TH ST,MARENGO,52301,Ak4ywfqU,kXMdkRyg,0,0,0,0,0,0,0,0
626,Iowa,Hartford II/Lincoln,VICTOR LIBRARY,710 2ND ST,VICTOR,52347,dNmKOpDe,vu2vnFGJ,0,0,0,0,0,0,0,0
627,Iowa,Hilton/Washington,"IOWA VALLEY HIGH SCHOOL, CAFETERIA",359 E HILTON ST,MARENGO,52301,ZPgyL8St,fcW2XgFn,0,0,0,0,0,0,0,0
628,Iowa,Honey Creek/Marengo Rural,"IOWA VALLEY HIGH SCHOOL, LIBRARY",359 E HILTON ST,MARENGO,52301,Cmmdl1by,zw2XcLvI,0,0,0,0,0,0,0,0
629,Iowa,Lenox/Iowa,"AMANA ELEMENTARY SCHOOL, GYM",3023 220TH TRAIL,MIDDLE AMANA,52307,CwLmlboy,8aOlf2Fv,0,0,0,0,0,0,0,0
630,Iowa,Marengo City,"IOWA VALLEY HIGH SCHOOL, GYM",359 E HILTON ST,MARENGO,52301,70ktjSPV,n5ErJ2hO,0,0,0,0,0,0,0,0
631,Iowa,Pilot/Troy/York,"MARY WELSH ELEMENTARY SCHOOL, CAFETERIA",2383 RAIDER DR,WILLIAMSBURG,52361,zc5t6nFb,cNSDrT9X,0,0,0,0,0,0,0,0
632,Iowa,Williamsburg,"MARY WELSH ELEMENTARY SCHOOL, GYM",2383 RAIDER DR,WILLIAMSBURG,52361,PQeFJ2xj,TfHEf4Q0,0,0,0,0,0,0,0,0
633,Jackson,Jackson 01,BELLEVUE ELEMENTARY SCHOOL,100 S 3RD ST,BELLEVUE,52031,AqTrSXFT,XTmKZdQc,0,0,0,0,0,0,0,0
634,Jackson,Jackson 02,"KALMES RESTAURANT & CATERING, PRIVATE ROOM",100 MAIN ST,ST DONATUS,52071,mGpN3bAU,Lr2iydPl,0,0,0,0,0,0,0,0
635,Jackson,Jackson 03,LA MOTTE REC CENTER,523 ELM ST,LA MOTTE,52054,ZwqCHwrm,xIbTyKrG,0,0,0,0,0,0,0,0
636,Jackson,Jackson 04,JIMI B'S,21701 HILL DR,BERNARD,52032,rlrIluc6,AFUc7Xk9,0,0,0,0,0,0,0,0
637,Jackson,Jackson 05,FAITH UNITED METHODIST CHURCH,108 E WASHINGTON ST,MONMOUTH,52309,PiAIZBMR,Mx3kJkyd,0,0,0,0,0,0,0,0
638,Jackson,Jackson 06,ANDREW SCHOOL,13 S MARION ST,ANDREW,52030,Wump9yo3,yjD0Iq4u,0,0,0,0,0,0,0,0
639,Jackson,Jackson 07,BRIGGS ELEMENTARY SCHOOL,400 W QUARRY ST,MAQUOKETA,52060,F8bo61Di,KemJXz0C,0,0,0,0,0,0,0,0
640,Jackson,Jackson 08,SPRINGBROOK FIRE STATION,101 E MAIN ST,SPRINGBROOK,52075,6Cz8X2jU,lCP6AdHc,0,0,0,0,0,0,0,0
641,Jackson,Jackson 09,EASTON VALLEY HIGH SCHOOL,321 W SCHOOL ST,PRESTON,52069,FwboGB4Z,UkR23j9k,0,0,0,0,0,0,0,0
642,Jackson,Jackson 10,MILES TOWN HALL,430 FERRY RD,MILES,52064,NUUk2T7l,SHZIJl0q,0,0,0,0,0,0,0,0
643,Jackson,Jackson 11,KRABBENHOFT LIBRARY,512 ELK ST,SABULA,52070,PWvPFepy,yYiMcPLA,0,0,0,0,0,0,0,0
644,Jackson,Jackson 12,MAQUOKETA MIDDLE SCHOOL CAFETERIA  B,200 E LOCUST ST,MAQUOKETA,52060,QdrcinMi,CklHde4p,0,0,0,0,0,0,0,0
645,Jackson,Jackson 13,MAQUOKETA PUBLIC LIBRARY,126 S 2ND ST,MAQUOKETA,52060,GVMqYHBN,xOb1dZvi,0,0,0,0,0,0,0,0
646,Jackson,Jackson 14,MAQUOKETA HIGH SCHOOL ROOM 404,600 W WASHINGTON ST,MAQUOKETA,52060,X1GuMmvp,Hjzjnynj,0,0,0,0,0,0,0,0
647,Jackson,Jackson 15,"MAQUOKETA HIGH SCHOOL, MUSIC VOCAL ROOM",600 W WASHINGTON ST,MAQUOKETA,52060,s2UByd0s,Z2UNX9ho,0,0,0,0,0,0,0,0
648,Jackson,Jackson 16,MAQUOKETA MIDDLE SCHOOL CAFETERIA ,200 E LOCUST ST,MAQUOKETA,52060,jvh1Y3JP,aQTpel79,0,0,0,0,0,0,0,0
649,Jasper,Clear Creek/Poweshiek,MINGO COMMUNITY CENTER ,200 E RAILROAD ST,MINGO,50168,8hA00rTs,DQkR7AR1,0,0,0,0,0,0,0,0
650,Jasper,Colfax Ward 1,"COLFAX-MINGO HIGH SCHOOL, MEDIA ROOM",204 N LEAGUE RD,COLFAX,50054,DoCUiEWB,tNujKUDU,0,0,0,0,0,0,0,0
651,Jasper,Colfax Ward 2,"COLFAX-MINGO HIGH SCHOO, CAFETERIA",204 N LEAGUE RD,COLFAX,50054,t1rlGt4e,lHHXuNBx,0,0,0,0,0,0,0,0
652,Jasper,Colfax Ward 3,"COLFAX ELEMENTARY SCHOOL, ART ROOM",20 W BROADWAY ST,COLFAX,50054,UuzFEpef,pTMs0DDJ,0,0,0,0,0,0,0,0
653,Jasper,Des Moines,PRAIRIE CITY COMMUNITY BUILDING,503 S STATE ST,PRAIRIE CITY,50228,vbevX46r,XeX6Ly6Z,0,0,0,0,0,0,0,0
654,Jasper,Elk Creek/Lynngrove,"LYNVILLE-SULLY HIGH SCHOOL, LIBRARY",12476 1ST ST ,SULLY,50251,tYCjmLsx,Jn6NMX0Y,0,0,0,0,0,0,0,0
655,Jasper,Fairview,"MONROE HIGH SCHOOL, LIBRARY",400 E HWY 163,MONROE ,50170,ERWxk3YB,nobcqdke,0,0,0,0,0,0,0,0
656,Jasper,HG/K/RC/BV/RL,KELLOGG FIRE STATION,417 FRONT ST,KELLOGE,50135,AMdkP3dE,0rv09BDG,0,0,0,0,0,0,0,0
657,Jasper,Indep/Malaka/Mariposa,BAXTER COMMUNITY CENTER  (CITY HALL ),203 S MAIN ST ,BAXTER,50028,FqLLUyMz,DEpDUMSa,0,0,0,0,0,0,0,0
658,Jasper,Mound Prairie/Washington,COLFAX MINGO ELEMENTARY  MULTIMEDIA ROOM,20 W BROADWAY ST,COLFAX,50054,uvISEUCL,vlY48nCt,0,0,0,0,0,0,0,0
659,Jasper,Newton 1-1,"EJH BEARD AMINISTRATION BUILDING, NEWTON COMMUNITY SCHOOLS",1302 1ST AVE W,NEWTON,50208,9u2W4NcY,la5nKP3X,0,0,0,0,0,0,0,0
660,Jasper,Newton 1-2,"BERG MIDDLE SCHOOL, COMMONS",1900 N 5TH AVE E,NEWTON ,50208,waSxMyhE,Dop3QAxx,0,0,0,0,0,0,0,0
661,Jasper,Newton 2-1,"EMERSON HOUGH ELEMENTARY SCHOOL, GYM",700 N 4TH AVE E,NEWTON ,50208,ueE4Nan4,qpMSSqMT,0,0,0,0,0,0,0,0
662,Jasper,Newton 2-2,"BERG MIDDLE SCHOOL, GYM",1900 N 5TH AVE E,NEWTON ,50208,At5qegyU,pJW8PPzm,0,0,0,0,0,0,0,0
663,Jasper,Newton 3-1,"NEWTON HIGH SCHOOL, ROOM 11",800 E 4TH ST S,NEWTON ,50208,3LZtG3Dl,Rb1OxHPH,0,0,0,0,0,0,0,0
664,Jasper,Newton 3-2,"AURORA HEIGHTS ELEMENTARY SCHOOL, GYM",310 E 23RD ST S,NEWTON ,50208,HnLtffWf,RTMxH4H0,0,0,0,0,0,0,0,0
665,Jasper,Newton 4-1,"WOODROW WILSON ELEMENTARY SCHOOL, GYM",801 S 8TH ST W,NEWTON ,50208,kfiG1v2l,G32uhzBC,0,0,0,0,0,0,0,0
666,Jasper,Newton 4-2,"NEWTON HIGH SCHOOL, CENTER FOR PERFORMANCE",800 E 4TH ST S,NEWTON ,50208,sXWRuk0h,DlhBxJrb,0,0,0,0,0,0,0,0
667,Jasper,Newton/Sherman,THOMAS JEFFERSON ELEMENTARY SCHOOL  GYM,112 THOMAS JEFFERSON DR,NEWTON,50208,V2ZtaQLL,UtRU9AKD,0,0,0,0,0,0,0,0
668,Jasper,Palo Alto,FOUR SEASONS GOLF ,6232 HWY S74,NEWTON ,50208,4HJqHMmu,LeyBvsOE,0,0,0,0,0,0,0,0
669,Jefferson,Blackhawk-Polk-Packwood,FIRST CHRISTIAN CHURCH,203 CHURCH ST,PACKWOOD,52580,cLULEpDi,S9NTUD0Z,0,0,0,0,0,0,0,0
670,Jefferson,Buchanan Township,"SENIOR CENTER, DOWNSTAIRS",209 S COURT ST,FAIRFIELD,52556,SobpF0fw,CWOX7Cfp,0,0,0,0,0,0,0,0
671,Jefferson,Center-Cedar-Maharishi Vedic City,"JEFFERSON COUNTY FAIRGROUNDS, CAMBRIDGE BUILDING",2606 W BURLINGTON AVE,FAIRFIELD,52556,QzChHVfO,q1jW30Dq,0,0,0,0,0,0,0,0
672,Jefferson,Des Moines-Liberty-Libertyville,LIBERTYVILLE CITY HALL,108 N MAIN ST,LIBERTYVILLE,52567,sW0npPKk,BuLEuy1j,0,0,0,0,0,0,0,0
673,Jefferson,Fairfield 1st Ward,WASHINGTON ELEMENTARY SCHOOL,406 E MADISON AVE,FAIRFIELD,52556,06bIgiUI,wvwdZZOs,0,0,0,0,0,0,0,0
674,Jefferson,Fairfield 2nd Ward,"FAIRFIELD ARTS AND CONVENTION CENTER, EAST",200 N MAIN ST,FAIRFIELD,52556,o4zOPChJ,9mn6mVIF,0,0,0,0,0,0,0,0
675,Jefferson,Fairfield 3rd Ward,"SENIOR CENTER, UPSTAIRS",209 S COURT ST,FAIRFIELD,52556,tAsxNopP,LIuBUhJ8,0,0,0,0,0,0,0,0
676,Jefferson,Fairfield 4th Ward,"FAIRFIELD ARTS AND CONVENTION CENTER, WEST",200 N MAIN ST,FAIRFIELD,52556,XePlK80Z,ztDkZB9v,0,0,0,0,0,0,0,0
677,Jefferson,Fairfield 5th Ward,"FAIRFIELD MIDDLE SCHOOL, GYM",404 W. FILLMORE AVE.,FAIRFIELD,52556,YtkSAcnK,rUXnxk5A,0,0,0,0,0,0,0,0
678,Jefferson,Lockridge-Round Prairie-Walnut-Lockridge City-Coppock,LOCKRIDGE CITY HALL,104 W MAIN ST,LOCKRIDGE,52635,e7eZsJkO,FBC9dL78,0,0,0,0,0,0,0,0
679,Jefferson,Locust Grove-Batavia,BATAVIA LIBRARY,902 3RD ST,BATAVIA,52533,kSj0QhXJ,4d73AI3w,0,0,0,0,0,0,0,0
680,Jefferson,Penn-Pleasant Plain,"ST. JOSEPH CHURCH, BASEMENT",1174 REED AVE,BRIGHTON,52540,S5wEMpsD,RSOvFDHA,0,0,0,0,0,0,0,0
681,Johnson,BIG GROVE TOWNSHIP,"SOLON HIGH SCHOOL, COMMONS A",600 W 5TH ST,SOLON,52333,FYIOhia3,K8V4zmv6,0,0,0,0,0,0,0,0
682,Johnson,CEDAR TOWNSHIP,"SOLON HIGH SCHOOL, COMMONS B",600 W 5TH ST,SOLON,52333,8xvQdHwI,bSddQCkN,0,0,0,0,0,0,0,0
683,Johnson,CLEAR CREEK/TIFFIN,TIFFIN ELEMENTARY SCHOOL,104 N PARK RD,TIFFIN,52340,1jZtx2zQ,iYvQu6Tm,0,0,0,0,0,0,0,0
684,Johnson,CORALVILLE 01,CORALVILLE CENTER FOR THE PERFORMING ARTS,1301 5TH ST,CORALVILLE,52241,yU735YEH,QQZpBND8,0,0,0,0,0,0,0,0
685,Johnson,CORALVILLE 02,RADISSON HOTEL AND CONFERENCE CENTER,1220 1ST AVE,CORALVILLE,52241,FbQvfUT5,KrwFkgde,0,0,0,0,0,0,0,0
686,Johnson,CORALVILLE 03,WICKHAM ELEMENTARY,601 OAKDALE BLVD,CORALVILLE,52241,jyrZ1HVV,Tg7DwWFC,0,0,0,0,0,0,0,0
687,Johnson,CORALVILLE 04,CORALVILLE LIBRARY,1401 5TH ST,CORALVILLE,52241,pvS6mVSg,94EUEeod,0,0,0,0,0,0,0,0
688,Johnson,CORALVILLE 05,"NORTHWEST JUNIOR HIGH, CAFETERIA/GYM",1507 8TH AVE,CORALVILLE,52241,abDf1jRx,om58TfTv,0,0,0,0,0,0,0,0
689,Johnson,CORALVILLE 06,NORTH CENTRAL JUNIOR HIGH,180 W FOREVERGREEN RD,NORTH LIBERTY,52317,3IbL26Wg,V85iecwp,0,0,0,0,0,0,0,0
